instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_group
8500,2011-12-25,Spring,2011,Dec,20,No,Sun,No,Clear,0.32,0.3333,0.49,0.0896,8,18,26,Off Hours
8501,2011-12-25,Spring,2011,Dec,21,No,Sun,No,Clear,0.3,0.303,0.56,0.1343,4,15,19,Off Hours
8502,2011-12-25,Spring,2011,Dec,22,No,Sun,No,Clear,0.28,0.2727,0.61,0.1642,2,15,17,Off Hours
8503,2011-12-25,Spring,2011,Dec,23,No,Sun,No,Clear,0.26,0.2727,0.65,0.1343,2,14,16,Off Hours
8504,2011-12-26,Spring,2011,Dec,0,Yes,Mon,No,Clear,0.22,0.2273,0.75,0.1642,5,6,11,Off Hours
8505,2011-12-26,Spring,2011,Dec,1,Yes,Mon,No,Clear,0.28,0.2727,0.56,0.194,3,7,10,Off Hours
8506,2011-12-26,Spring,2011,Dec,2,Yes,Mon,No,Clear,0.34,0.3182,0.46,0.2239,2,5,7,Off Hours
8507,2011-12-26,Spring,2011,Dec,4,Yes,Mon,No,Clear,0.34,0.303,0.46,0.2985,0,2,2,Off Hours
8508,2011-12-26,Spring,2011,Dec,5,Yes,Mon,No,Clear,0.34,0.303,0.42,0.3881,0,4,4,Off Hours
8509,2011-12-26,Spring,2011,Dec,6,Yes,Mon,No,Clear,0.32,0.303,0.45,0.2836,0,4,4,Morning Peak
8510,2011-12-26,Spring,2011,Dec,7,Yes,Mon,No,Clear,0.32,0.3182,0.45,0.194,2,17,19,Morning Peak
8511,2011-12-26,Spring,2011,Dec,8,Yes,Mon,No,Clear,0.32,0.3333,0.45,0.1343,5,13,18,Morning Peak
8512,2011-12-26,Spring,2011,Dec,9,Yes,Mon,No,Clear,0.34,0.303,0.46,0.2985,24,38,62,Morning Peak
8513,2011-12-26,Spring,2011,Dec,10,Yes,Mon,No,Clear,0.34,0.2879,0.42,0.5224,31,39,70,Afternoon
8514,2011-12-26,Spring,2011,Dec,11,Yes,Mon,No,Clear,0.34,0.2879,0.46,0.5821,40,51,91,Afternoon
8515,2011-12-26,Spring,2011,Dec,12,Yes,Mon,No,Clear,0.36,0.3182,0.43,0.4627,34,66,100,Afternoon
8516,2011-12-26,Spring,2011,Dec,13,Yes,Mon,No,Clear,0.38,0.3939,0.4,0.2985,57,83,140,Afternoon
8517,2011-12-26,Spring,2011,Dec,14,Yes,Mon,No,Clear,0.38,0.3939,0.4,0.3284,73,80,153,Afternoon
8518,2011-12-26,Spring,2011,Dec,15,Yes,Mon,No,Clear,0.38,0.3939,0.4,0.2537,26,105,131,Afternoon
8519,2011-12-26,Spring,2011,Dec,16,Yes,Mon,No,Clear,0.36,0.3333,0.43,0.2836,28,69,97,Evening Peak
8520,2011-12-26,Spring,2011,Dec,17,Yes,Mon,No,Clear,0.34,0.3182,0.46,0.2239,30,67,97,Evening Peak
8521,2011-12-26,Spring,2011,Dec,18,Yes,Mon,No,Clear,0.32,0.3333,0.49,0.0896,21,54,75,Evening Peak
8522,2011-12-26,Spring,2011,Dec,19,Yes,Mon,No,Clear,0.3,0.3182,0.65,0.0896,16,49,65,Evening Peak
8523,2011-12-26,Spring,2011,Dec,20,Yes,Mon,No,Clear,0.3,0.3182,0.56,0.0896,14,42,56,Off Hours
8524,2011-12-26,Spring,2011,Dec,21,Yes,Mon,No,Clear,0.26,0.303,0.7,0.0,10,39,49,Off Hours
8525,2011-12-26,Spring,2011,Dec,22,Yes,Mon,No,Clear,0.26,0.303,0.7,0.0,5,22,27,Off Hours
8526,2011-12-26,Spring,2011,Dec,23,Yes,Mon,No,Clear,0.26,0.2727,0.7,0.1045,4,25,29,Off Hours
8527,2011-12-27,Spring,2011,Dec,0,No,Tue,Yes,Clear,0.26,0.2576,0.7,0.1642,3,9,12,Off Hours
8528,2011-12-27,Spring,2011,Dec,1,No,Tue,Yes,Clear,0.26,0.2727,0.7,0.1343,0,6,6,Off Hours
8529,2011-12-27,Spring,2011,Dec,2,No,Tue,Yes,Clear,0.26,0.2727,0.7,0.1343,2,2,4,Off Hours
8530,2011-12-27,Spring,2011,Dec,3,No,Tue,Yes,Mist/Cloudy,0.3,0.2879,0.61,0.2239,0,3,3,Off Hours
8531,2011-12-27,Spring,2011,Dec,4,No,Tue,Yes,Mist/Cloudy,0.3,0.2879,0.65,0.2239,0,3,3,Off Hours
8532,2011-12-27,Spring,2011,Dec,5,No,Tue,Yes,Mist/Cloudy,0.3,0.2727,0.64,0.2836,0,8,8,Off Hours
8533,2011-12-27,Spring,2011,Dec,6,No,Tue,Yes,Mist/Cloudy,0.3,0.2727,0.61,0.2985,0,35,35,Morning Peak
8534,2011-12-27,Spring,2011,Dec,7,No,Tue,Yes,Mist/Cloudy,0.3,0.2879,0.65,0.2836,1,79,80,Morning Peak
8535,2011-12-27,Spring,2011,Dec,8,No,Tue,Yes,Mist/Cloudy,0.3,0.303,0.65,0.1642,9,155,164,Morning Peak
8536,2011-12-27,Spring,2011,Dec,9,No,Tue,Yes,Light Rain/Snow,0.32,0.3333,0.66,0.1045,19,85,104,Morning Peak
8537,2011-12-27,Spring,2011,Dec,10,No,Tue,Yes,Mist/Cloudy,0.32,0.3333,0.66,0.0896,13,47,60,Afternoon
8538,2011-12-27,Spring,2011,Dec,11,No,Tue,Yes,Light Rain/Snow,0.32,0.3333,0.66,0.1045,6,24,30,Afternoon
8539,2011-12-27,Spring,2011,Dec,12,No,Tue,Yes,Light Rain/Snow,0.3,0.3182,0.81,0.0896,8,16,24,Afternoon
8540,2011-12-27,Spring,2011,Dec,13,No,Tue,Yes,Light Rain/Snow,0.3,0.303,0.87,0.1343,1,19,20,Afternoon
8541,2011-12-27,Spring,2011,Dec,14,No,Tue,Yes,Light Rain/Snow,0.42,0.4242,0.82,0.3881,0,14,14,Afternoon
8542,2011-12-27,Spring,2011,Dec,15,No,Tue,Yes,Light Rain/Snow,0.42,0.4242,0.82,0.3881,2,17,19,Afternoon
8543,2011-12-27,Spring,2011,Dec,16,No,Tue,Yes,Light Rain/Snow,0.44,0.4394,0.88,0.3284,2,44,46,Evening Peak
8544,2011-12-27,Spring,2011,Dec,17,No,Tue,Yes,Light Rain/Snow,0.4,0.4091,0.87,0.1343,6,109,115,Evening Peak
8545,2011-12-27,Spring,2011,Dec,18,No,Tue,Yes,Clear,0.38,0.3939,0.87,0.2836,9,126,135,Evening Peak
8546,2011-12-27,Spring,2011,Dec,19,No,Tue,Yes,Clear,0.34,0.3333,0.87,0.1642,3,87,90,Evening Peak
8547,2011-12-27,Spring,2011,Dec,20,No,Tue,Yes,Clear,0.32,0.3333,0.93,0.0896,3,66,69,Off Hours
8548,2011-12-27,Spring,2011,Dec,21,No,Tue,Yes,Clear,0.32,0.3333,0.87,0.0896,11,52,63,Off Hours
8549,2011-12-27,Spring,2011,Dec,22,No,Tue,Yes,Clear,0.32,0.3333,0.87,0.0896,3,29,32,Off Hours
8550,2011-12-27,Spring,2011,Dec,23,No,Tue,Yes,Clear,0.3,0.303,0.93,0.1343,2,24,26,Off Hours
8551,2011-12-28,Spring,2011,Dec,0,No,Wed,Yes,Clear,0.32,0.3182,0.87,0.1642,0,10,10,Off Hours
8552,2011-12-28,Spring,2011,Dec,1,No,Wed,Yes,Clear,0.32,0.3182,0.76,0.1642,0,12,12,Off Hours
8553,2011-12-28,Spring,2011,Dec,2,No,Wed,Yes,Clear,0.32,0.303,0.61,0.2537,0,7,7,Off Hours
8554,2011-12-28,Spring,2011,Dec,3,No,Wed,Yes,Clear,0.32,0.303,0.61,0.2537,0,4,4,Off Hours
8555,2011-12-28,Spring,2011,Dec,5,No,Wed,Yes,Clear,0.32,0.2879,0.57,0.3582,0,9,9,Off Hours
8556,2011-12-28,Spring,2011,Dec,6,No,Wed,Yes,Clear,0.32,0.303,0.57,0.2537,1,42,43,Morning Peak
8557,2011-12-28,Spring,2011,Dec,7,No,Wed,Yes,Clear,0.32,0.303,0.57,0.2537,4,106,110,Morning Peak
8558,2011-12-28,Spring,2011,Dec,8,No,Wed,Yes,Clear,0.32,0.2879,0.57,0.3582,11,206,217,Morning Peak
8559,2011-12-28,Spring,2011,Dec,9,No,Wed,Yes,Clear,0.32,0.303,0.57,0.3284,18,171,189,Morning Peak
8560,2011-12-28,Spring,2011,Dec,10,No,Wed,Yes,Clear,0.34,0.3182,0.57,0.2239,12,84,96,Afternoon
8561,2011-12-28,Spring,2011,Dec,11,No,Wed,Yes,Clear,0.36,0.3333,0.46,0.3582,18,93,111,Afternoon
8562,2011-12-28,Spring,2011,Dec,12,No,Wed,Yes,Clear,0.34,0.2879,0.46,0.5522,32,108,140,Afternoon
8563,2011-12-28,Spring,2011,Dec,13,No,Wed,Yes,Clear,0.34,0.2879,0.39,0.4627,24,135,159,Afternoon
8564,2011-12-28,Spring,2011,Dec,14,No,Wed,Yes,Clear,0.32,0.2879,0.39,0.3881,24,96,120,Afternoon
8565,2011-12-28,Spring,2011,Dec,15,No,Wed,Yes,Clear,0.32,0.2879,0.36,0.4179,16,101,117,Afternoon
8566,2011-12-28,Spring,2011,Dec,16,No,Wed,Yes,Clear,0.3,0.2727,0.36,0.4179,23,144,167,Evening Peak
8567,2011-12-28,Spring,2011,Dec,17,No,Wed,Yes,Clear,0.28,0.2727,0.38,0.2537,25,225,250,Evening Peak
8568,2011-12-28,Spring,2011,Dec,18,No,Wed,Yes,Clear,0.26,0.2273,0.38,0.3284,10,159,169,Evening Peak
8569,2011-12-28,Spring,2011,Dec,19,No,Wed,Yes,Clear,0.24,0.2273,0.41,0.2537,16,135,151,Evening Peak
8570,2011-12-28,Spring,2011,Dec,20,No,Wed,Yes,Clear,0.24,0.2273,0.41,0.2239,9,70,79,Off Hours
8571,2011-12-28,Spring,2011,Dec,21,No,Wed,Yes,Clear,0.22,0.2273,0.44,0.1343,7,63,70,Off Hours
8572,2011-12-28,Spring,2011,Dec,22,No,Wed,Yes,Clear,0.22,0.2424,0.44,0.1045,2,31,33,Off Hours
8573,2011-12-28,Spring,2011,Dec,23,No,Wed,Yes,Clear,0.22,0.2121,0.44,0.2537,3,36,39,Off Hours
8574,2011-12-29,Spring,2011,Dec,0,No,Thu,Yes,Mist/Cloudy,0.22,0.2273,0.47,0.194,4,24,28,Off Hours
8575,2011-12-29,Spring,2011,Dec,1,No,Thu,Yes,Clear,0.22,0.2121,0.47,0.2239,0,15,15,Off Hours
8576,2011-12-29,Spring,2011,Dec,2,No,Thu,Yes,Clear,0.2,0.2273,0.51,0.1045,0,3,3,Off Hours
8577,2011-12-29,Spring,2011,Dec,3,No,Thu,Yes,Clear,0.2,0.197,0.55,0.194,0,2,2,Off Hours
8578,2011-12-29,Spring,2011,Dec,4,No,Thu,Yes,Clear,0.2,0.2121,0.55,0.1642,1,2,3,Off Hours
8579,2011-12-29,Spring,2011,Dec,5,No,Thu,Yes,Clear,0.2,0.2273,0.55,0.1045,0,10,10,Off Hours
8580,2011-12-29,Spring,2011,Dec,6,No,Thu,Yes,Clear,0.2,0.2576,0.59,0.0,2,39,41,Morning Peak
8581,2011-12-29,Spring,2011,Dec,7,No,Thu,Yes,Clear,0.18,0.2121,0.64,0.0896,2,104,106,Morning Peak
8582,2011-12-29,Spring,2011,Dec,8,No,Thu,Yes,Mist/Cloudy,0.2,0.2576,0.64,0.0,3,207,210,Morning Peak
8583,2011-12-29,Spring,2011,Dec,9,No,Thu,Yes,Mist/Cloudy,0.2,0.2121,0.64,0.1343,15,155,170,Morning Peak
8584,2011-12-29,Spring,2011,Dec,10,No,Thu,Yes,Mist/Cloudy,0.22,0.2273,0.64,0.1642,13,97,110,Afternoon
8585,2011-12-29,Spring,2011,Dec,11,No,Thu,Yes,Mist/Cloudy,0.24,0.2576,0.6,0.0896,23,99,122,Afternoon
8586,2011-12-29,Spring,2011,Dec,12,No,Thu,Yes,Mist/Cloudy,0.26,0.2727,0.56,0.1045,12,118,130,Afternoon
8587,2011-12-29,Spring,2011,Dec,13,No,Thu,Yes,Mist/Cloudy,0.28,0.2879,0.52,0.1045,36,95,131,Afternoon
8588,2011-12-29,Spring,2011,Dec,14,No,Thu,Yes,Mist/Cloudy,0.3,0.3333,0.52,0.0,30,112,142,Afternoon
8589,2011-12-29,Spring,2011,Dec,15,No,Thu,Yes,Mist/Cloudy,0.3,0.3182,0.52,0.0896,27,150,177,Afternoon
8590,2011-12-29,Spring,2011,Dec,16,No,Thu,Yes,Clear,0.3,0.303,0.52,0.1642,22,155,177,Evening Peak
8591,2011-12-29,Spring,2011,Dec,17,No,Thu,Yes,Clear,0.3,0.303,0.61,0.1642,14,226,240,Evening Peak
8592,2011-12-29,Spring,2011,Dec,18,No,Thu,Yes,Clear,0.3,0.303,0.56,0.1343,15,192,207,Evening Peak
8593,2011-12-29,Spring,2011,Dec,19,No,Thu,Yes,Clear,0.3,0.3182,0.56,0.1045,11,124,135,Evening Peak
8594,2011-12-29,Spring,2011,Dec,20,No,Thu,Yes,Clear,0.28,0.2879,0.65,0.1045,8,88,96,Off Hours
8595,2011-12-29,Spring,2011,Dec,21,No,Thu,Yes,Mist/Cloudy,0.28,0.2879,0.61,0.1343,8,60,68,Off Hours
8596,2011-12-29,Spring,2011,Dec,22,No,Thu,Yes,Clear,0.28,0.2879,0.65,0.1343,7,48,55,Off Hours
8597,2011-12-29,Spring,2011,Dec,23,No,Thu,Yes,Clear,0.3,0.303,0.65,0.1642,1,44,45,Off Hours
8598,2011-12-30,Spring,2011,Dec,0,No,Fri,Yes,Clear,0.28,0.2879,0.7,0.1343,4,26,30,Off Hours
8599,2011-12-30,Spring,2011,Dec,1,No,Fri,Yes,Clear,0.26,0.2879,0.65,0.0896,9,11,20,Off Hours
8600,2011-12-30,Spring,2011,Dec,2,No,Fri,Yes,Clear,0.24,0.2576,0.7,0.1045,2,10,12,Off Hours
8601,2011-12-30,Spring,2011,Dec,3,No,Fri,Yes,Clear,0.24,0.2576,0.7,0.1045,0,6,6,Off Hours
8602,2011-12-30,Spring,2011,Dec,4,No,Fri,Yes,Clear,0.24,0.2576,0.7,0.0896,0,2,2,Off Hours
8603,2011-12-30,Spring,2011,Dec,5,No,Fri,Yes,Clear,0.22,0.2576,0.75,0.0896,0,10,10,Off Hours
8604,2011-12-30,Spring,2011,Dec,6,No,Fri,Yes,Clear,0.24,0.2576,0.7,0.0896,1,31,32,Morning Peak
8605,2011-12-30,Spring,2011,Dec,7,No,Fri,Yes,Clear,0.24,0.2576,0.75,0.0896,3,92,95,Morning Peak
8606,2011-12-30,Spring,2011,Dec,8,No,Fri,Yes,Mist/Cloudy,0.24,0.2576,0.75,0.0896,12,193,205,Morning Peak
8607,2011-12-30,Spring,2011,Dec,9,No,Fri,Yes,Clear,0.26,0.303,0.75,0.0,19,175,194,Morning Peak
8608,2011-12-30,Spring,2011,Dec,10,No,Fri,Yes,Clear,0.3,0.2879,0.65,0.2537,10,108,118,Afternoon
8609,2011-12-30,Spring,2011,Dec,11,No,Fri,Yes,Clear,0.32,0.3182,0.66,0.194,45,126,171,Afternoon
8610,2011-12-30,Spring,2011,Dec,12,No,Fri,Yes,Clear,0.32,0.3333,0.57,0.1343,38,159,197,Afternoon
8611,2011-12-30,Spring,2011,Dec,13,No,Fri,Yes,Mist/Cloudy,0.36,0.3485,0.53,0.1343,53,154,207,Afternoon
8612,2011-12-30,Spring,2011,Dec,14,No,Fri,Yes,Mist/Cloudy,0.4,0.4091,0.47,0.0896,67,178,245,Afternoon
8613,2011-12-30,Spring,2011,Dec,15,No,Fri,Yes,Clear,0.42,0.4242,0.44,0.0,56,236,292,Afternoon
8614,2011-12-30,Spring,2011,Dec,16,No,Fri,Yes,Clear,0.42,0.4242,0.47,0.194,36,247,283,Evening Peak
8615,2011-12-30,Spring,2011,Dec,17,No,Fri,Yes,Clear,0.38,0.3939,0.54,0.1642,54,188,242,Evening Peak
8616,2011-12-30,Spring,2011,Dec,18,No,Fri,Yes,Clear,0.36,0.3485,0.62,0.1343,19,163,182,Evening Peak
8617,2011-12-30,Spring,2011,Dec,19,No,Fri,Yes,Mist/Cloudy,0.34,0.303,0.49,0.4179,16,96,112,Evening Peak
8618,2011-12-30,Spring,2011,Dec,20,No,Fri,Yes,Mist/Cloudy,0.34,0.3485,0.66,0.1045,16,75,91,Off Hours
8619,2011-12-30,Spring,2011,Dec,21,No,Fri,Yes,Mist/Cloudy,0.36,0.3636,0.66,0.1045,11,84,95,Off Hours
8620,2011-12-30,Spring,2011,Dec,22,No,Fri,Yes,Mist/Cloudy,0.34,0.3333,0.71,0.1642,7,78,85,Off Hours
8621,2011-12-30,Spring,2011,Dec,23,No,Fri,Yes,Mist/Cloudy,0.36,0.3333,0.66,0.2537,13,60,73,Off Hours
8622,2011-12-31,Spring,2011,Dec,0,No,Sat,No,Mist/Cloudy,0.38,0.3939,0.62,0.3284,7,37,44,Off Hours
8623,2011-12-31,Spring,2011,Dec,1,No,Sat,No,Mist/Cloudy,0.4,0.4091,0.62,0.2836,4,31,35,Off Hours
8624,2011-12-31,Spring,2011,Dec,2,No,Sat,No,Mist/Cloudy,0.4,0.4091,0.62,0.2836,1,27,28,Off Hours
8625,2011-12-31,Spring,2011,Dec,3,No,Sat,No,Mist/Cloudy,0.4,0.4091,0.62,0.2836,1,17,18,Off Hours
8626,2011-12-31,Spring,2011,Dec,4,No,Sat,No,Clear,0.38,0.3939,0.71,0.2239,1,9,10,Off Hours
8627,2011-12-31,Spring,2011,Dec,5,No,Sat,No,Mist/Cloudy,0.36,0.3485,0.76,0.2239,1,0,1,Off Hours
8628,2011-12-31,Spring,2011,Dec,6,No,Sat,No,Mist/Cloudy,0.4,0.4091,0.71,0.0896,1,5,6,Morning Peak
8629,2011-12-31,Spring,2011,Dec,7,No,Sat,No,Light Rain/Snow,0.38,0.3939,0.76,0.0,6,13,19,Morning Peak
8630,2011-12-31,Spring,2011,Dec,8,No,Sat,No,Clear,0.34,0.3333,0.81,0.1343,7,42,49,Morning Peak
8631,2011-12-31,Spring,2011,Dec,9,No,Sat,No,Clear,0.38,0.3939,0.76,0.0,18,72,90,Morning Peak
8632,2011-12-31,Spring,2011,Dec,10,No,Sat,No,Clear,0.4,0.4091,0.76,0.1642,20,108,128,Afternoon
8633,2011-12-31,Spring,2011,Dec,11,No,Sat,No,Clear,0.42,0.4242,0.71,0.1642,65,152,217,Afternoon
8634,2011-12-31,Spring,2011,Dec,12,No,Sat,No,Clear,0.52,0.5,0.39,0.2985,93,180,273,Afternoon
8635,2011-12-31,Spring,2011,Dec,13,No,Sat,No,Clear,0.5,0.4848,0.42,0.4925,108,205,313,Afternoon
8636,2011-12-31,Spring,2011,Dec,14,No,Sat,No,Clear,0.46,0.4545,0.51,0.3284,115,185,300,Afternoon
8637,2011-12-31,Spring,2011,Dec,15,No,Sat,No,Clear,0.46,0.4545,0.47,0.4925,89,164,253,Afternoon
8638,2011-12-31,Spring,2011,Dec,16,No,Sat,No,Clear,0.44,0.4394,0.51,0.3881,52,143,195,Evening Peak
8639,2011-12-31,Spring,2011,Dec,17,No,Sat,No,Clear,0.42,0.4242,0.54,0.194,28,101,129,Evening Peak
8640,2011-12-31,Spring,2011,Dec,18,No,Sat,No,Clear,0.42,0.4242,0.54,0.1343,13,80,93,Evening Peak
8641,2011-12-31,Spring,2011,Dec,19,No,Sat,No,Clear,0.42,0.4242,0.54,0.2239,19,73,92,Evening Peak
8642,2011-12-31,Spring,2011,Dec,20,No,Sat,No,Clear,0.42,0.4242,0.54,0.2239,8,63,71,Off Hours
8643,2011-12-31,Spring,2011,Dec,21,No,Sat,No,Clear,0.4,0.4091,0.58,0.194,2,50,52,Off Hours
8644,2011-12-31,Spring,2011,Dec,22,No,Sat,No,Clear,0.38,0.3939,0.62,0.1343,2,36,38,Off Hours
8645,2011-12-31,Spring,2011,Dec,23,No,Sat,No,Clear,0.36,0.3788,0.66,0.0,4,27,31,Off Hours
8646,2012-01-01,Spring,2012,Jan,0,No,Sun,No,Clear,0.36,0.3788,0.66,0.0,5,43,48,Off Hours
8647,2012-01-01,Spring,2012,Jan,1,No,Sun,No,Clear,0.36,0.3485,0.66,0.1343,15,78,93,Off Hours
8648,2012-01-01,Spring,2012,Jan,2,No,Sun,No,Clear,0.32,0.3485,0.76,0.0,16,59,75,Off Hours
8649,2012-01-01,Spring,2012,Jan,3,No,Sun,No,Clear,0.3,0.3333,0.81,0.0,11,41,52,Off Hours
8650,2012-01-01,Spring,2012,Jan,4,No,Sun,No,Clear,0.28,0.303,0.81,0.0896,0,8,8,Off Hours
8651,2012-01-01,Spring,2012,Jan,5,No,Sun,No,Clear,0.28,0.2879,0.81,0.1045,0,5,5,Off Hours
8652,2012-01-01,Spring,2012,Jan,6,No,Sun,No,Clear,0.26,0.2727,0.93,0.1343,1,1,2,Morning Peak
8653,2012-01-01,Spring,2012,Jan,7,No,Sun,No,Clear,0.26,0.2576,0.93,0.1642,1,6,7,Morning Peak
8654,2012-01-01,Spring,2012,Jan,8,No,Sun,No,Clear,0.26,0.2727,0.87,0.1045,4,10,14,Morning Peak
8655,2012-01-01,Spring,2012,Jan,9,No,Sun,No,Clear,0.26,0.2727,0.93,0.1045,13,27,40,Morning Peak
8656,2012-01-01,Spring,2012,Jan,10,No,Sun,No,Clear,0.3,0.3182,0.81,0.1045,18,52,70,Afternoon
8657,2012-01-01,Spring,2012,Jan,11,No,Sun,No,Clear,0.34,0.3333,0.76,0.1343,40,98,138,Afternoon
8658,2012-01-01,Spring,2012,Jan,12,No,Sun,No,Clear,0.4,0.4091,0.62,0.2836,58,143,201,Afternoon
8659,2012-01-01,Spring,2012,Jan,13,No,Sun,No,Clear,0.42,0.4242,0.58,0.2836,82,141,223,Afternoon
8660,2012-01-01,Spring,2012,Jan,14,No,Sun,No,Clear,0.44,0.4394,0.54,0.2985,120,147,267,Afternoon
8661,2012-01-01,Spring,2012,Jan,15,No,Sun,No,Clear,0.46,0.4545,0.51,0.2985,101,164,265,Afternoon
8662,2012-01-01,Spring,2012,Jan,16,No,Sun,No,Mist/Cloudy,0.44,0.4394,0.54,0.2985,68,147,215,Evening Peak
8663,2012-01-01,Spring,2012,Jan,17,No,Sun,No,Mist/Cloudy,0.48,0.4697,0.48,0.1642,36,75,111,Evening Peak
8664,2012-01-01,Spring,2012,Jan,18,No,Sun,No,Light Rain/Snow,0.46,0.4545,0.59,0.2537,25,81,106,Evening Peak
8665,2012-01-01,Spring,2012,Jan,19,No,Sun,No,Light Rain/Snow,0.42,0.4242,0.67,0.3881,20,85,105,Evening Peak
8666,2012-01-01,Spring,2012,Jan,20,No,Sun,No,Mist/Cloudy,0.44,0.4394,0.62,0.2985,25,58,83,Off Hours
8667,2012-01-01,Spring,2012,Jan,21,No,Sun,No,Mist/Cloudy,0.44,0.4394,0.67,0.2537,10,61,71,Off Hours
8668,2012-01-01,Spring,2012,Jan,22,No,Sun,No,Clear,0.46,0.4545,0.55,0.4179,13,53,66,Off Hours
8669,2012-01-01,Spring,2012,Jan,23,No,Sun,No,Clear,0.44,0.4394,0.51,0.2985,4,25,29,Off Hours
8670,2012-01-02,Spring,2012,Jan,0,Yes,Mon,No,Clear,0.4,0.4091,0.4,0.4627,8,31,39,Off Hours
8671,2012-01-02,Spring,2012,Jan,1,Yes,Mon,No,Clear,0.36,0.3333,0.43,0.4179,1,11,12,Off Hours
8672,2012-01-02,Spring,2012,Jan,2,Yes,Mon,No,Clear,0.36,0.3182,0.34,0.4478,1,6,7,Off Hours
8673,2012-01-02,Spring,2012,Jan,4,Yes,Mon,No,Clear,0.28,0.2576,0.45,0.3284,0,4,4,Off Hours
8674,2012-01-02,Spring,2012,Jan,5,Yes,Mon,No,Clear,0.28,0.2576,0.45,0.3284,1,3,4,Off Hours
8675,2012-01-02,Spring,2012,Jan,6,Yes,Mon,No,Clear,0.26,0.2273,0.41,0.3881,0,14,14,Morning Peak
8676,2012-01-02,Spring,2012,Jan,7,Yes,Mon,No,Clear,0.24,0.2121,0.32,0.3881,0,16,16,Morning Peak
8677,2012-01-02,Spring,2012,Jan,8,Yes,Mon,No,Clear,0.24,0.2273,0.35,0.2537,2,51,53,Morning Peak
8678,2012-01-02,Spring,2012,Jan,9,Yes,Mon,No,Clear,0.24,0.2576,0.35,0.0,15,53,68,Morning Peak
8679,2012-01-02,Spring,2012,Jan,10,Yes,Mon,No,Clear,0.26,0.2424,0.35,0.2836,20,89,109,Afternoon
8680,2012-01-02,Spring,2012,Jan,11,Yes,Mon,No,Clear,0.26,0.2121,0.35,0.4925,33,142,175,Afternoon
8681,2012-01-02,Spring,2012,Jan,12,Yes,Mon,No,Clear,0.28,0.2727,0.36,0.2537,41,161,202,Afternoon
8682,2012-01-02,Spring,2012,Jan,13,Yes,Mon,No,Clear,0.3,0.2727,0.36,0.2985,26,150,176,Afternoon
8683,2012-01-02,Spring,2012,Jan,14,Yes,Mon,No,Clear,0.3,0.2727,0.36,0.4179,10,141,151,Afternoon
8684,2012-01-02,Spring,2012,Jan,15,Yes,Mon,No,Clear,0.28,0.2424,0.38,0.4478,29,139,168,Afternoon
8685,2012-01-02,Spring,2012,Jan,16,Yes,Mon,No,Clear,0.26,0.2273,0.35,0.4179,10,144,154,Evening Peak
8686,2012-01-02,Spring,2012,Jan,17,Yes,Mon,No,Clear,0.26,0.2273,0.35,0.3881,17,136,153,Evening Peak
8687,2012-01-02,Spring,2012,Jan,18,Yes,Mon,No,Clear,0.26,0.2424,0.33,0.2537,13,113,126,Evening Peak
8688,2012-01-02,Spring,2012,Jan,19,Yes,Mon,No,Clear,0.24,0.2273,0.38,0.2239,4,89,93,Evening Peak
8689,2012-01-02,Spring,2012,Jan,20,Yes,Mon,No,Clear,0.24,0.2273,0.41,0.2239,5,83,88,Off Hours
8690,2012-01-02,Spring,2012,Jan,21,Yes,Mon,No,Mist/Cloudy,0.24,0.2121,0.41,0.3284,3,63,66,Off Hours
8691,2012-01-02,Spring,2012,Jan,22,Yes,Mon,No,Mist/Cloudy,0.22,0.2121,0.44,0.2836,3,36,39,Off Hours
8692,2012-01-02,Spring,2012,Jan,23,Yes,Mon,No,Clear,0.22,0.2121,0.44,0.2537,2,32,34,Off Hours
8693,2012-01-03,Spring,2012,Jan,0,No,Tue,Yes,Clear,0.2,0.197,0.51,0.2537,0,13,13,Off Hours
8694,2012-01-03,Spring,2012,Jan,1,No,Tue,Yes,Clear,0.18,0.1818,0.55,0.2239,1,5,6,Off Hours
8695,2012-01-03,Spring,2012,Jan,2,No,Tue,Yes,Clear,0.18,0.1667,0.51,0.2537,0,3,3,Off Hours
8696,2012-01-03,Spring,2012,Jan,3,No,Tue,Yes,Clear,0.16,0.1364,0.55,0.2836,0,2,2,Off Hours
8697,2012-01-03,Spring,2012,Jan,4,No,Tue,Yes,Clear,0.16,0.1515,0.55,0.2537,0,5,5,Off Hours
8698,2012-01-03,Spring,2012,Jan,5,No,Tue,Yes,Clear,0.14,0.1364,0.54,0.194,0,12,12,Off Hours
8699,2012-01-03,Spring,2012,Jan,6,No,Tue,Yes,Clear,0.14,0.1212,0.59,0.2836,4,81,85,Morning Peak
8700,2012-01-03,Spring,2012,Jan,7,No,Tue,Yes,Clear,0.14,0.1212,0.59,0.2537,2,168,170,Morning Peak
8701,2012-01-03,Spring,2012,Jan,8,No,Tue,Yes,Clear,0.16,0.1364,0.55,0.2836,5,349,354,Morning Peak
8702,2012-01-03,Spring,2012,Jan,9,No,Tue,Yes,Clear,0.16,0.1364,0.5,0.2836,8,145,153,Morning Peak
8703,2012-01-03,Spring,2012,Jan,10,No,Tue,Yes,Clear,0.16,0.1212,0.47,0.4627,5,55,60,Afternoon
